timestamp,humidity_%RH,temperature_C
2025/11/18 13:20,49.04,26.9
2025/11/18 13:20,48.94,26.96
2025/11/18 13:21,48.83,26.93
2025/11/18 13:21,48.88,26.93
2025/11/18 13:21,49.09,26.93
2025/11/18 13:21,48.99,26.93
2025/11/18 13:21,49.17,26.92
2025/11/18 13:21,49.14,26.91
2025/11/18 13:22,49.25,26.89
2025/11/18 13:22,49.2,26.91
2025/11/18 13:22,48.88,26.89
